date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
2020-01-27,中国,CN,山东省,370000,,,63,42,,
2020-01-27,中国,CN,山东省,370000,济南市,370100,10,,,
2020-01-27,中国,CN,山东省,370000,青岛市,370200,13,19,,
2020-01-27,中国,CN,山东省,370000,淄博市,370300,2,,,
2020-01-27,中国,CN,山东省,370000,枣庄市,370400,2,4,,
2020-01-27,中国,CN,山东省,370000,烟台市,370600,8,,,
2020-01-27,中国,CN,山东省,370000,潍坊市,370700,3,,,
2020-01-27,中国,CN,山东省,370000,济宁市,370800,5,,,
2020-01-27,中国,CN,山东省,370000,泰安市,370900,1,,,
2020-01-27,中国,CN,山东省,370000,威海市,371000,10,4,,
2020-01-27,中国,CN,山东省,370000,日照市,371100,6,,,
2020-01-27,中国,CN,山东省,370000,临沂市,371300,8,1,,
2020-01-27,中国,CN,山东省,370000,德州市,371400,8,4,,
2020-01-27,中国,CN,山东省,370000,聊城市,371500,3,2,,
2020-01-27,中国,CN,山东省,370000,滨州市,371600,4,3,,
2020-01-27,中国,CN,山东省,370000,菏泽市,371700,4,5,,
